Disease,Read code,Term,weight
metastatic tumour,B575z,Secondary malig neop of large intestine or rectum NOS,6
metastatic tumour,B576.,Secondary malig neop of retroperitoneum and peritoneum,6
metastatic tumour,B5760,Secondary malignant neoplasm of retroperitoneum,6
metastatic tumour,B5761,Secondary malignant neoplasm of peritoneum,6
metastatic tumour,B5762,Malignant ascites,6
metastatic tumour,B576z,Secondary malig neop of retroperitoneum or peritoneum NOS,6
metastatic tumour,B577.,Liver metastases,6
metastatic tumour,B577.,Secondary malignant neoplasm of liver,6
metastatic tumour,B57y.,Secondary malignant neoplasm of other digestive organ,6
metastatic tumour,B57z.,Secondary malig neop of respiratory or digestive system NOS,6
metastatic tumour,B58..,Secondary malignant neoplasm of other specified sites,6
metastatic tumour,B580.,Secondary malignant neoplasm of kidney,6
metastatic tumour,B581.,Secondary malignant neoplasm of other urinary organs,6
metastatic tumour,B5810,Secondary malignant neoplasm of ureter,6
metastatic tumour,B5811,Secondary malignant neoplasm of bladder,6
metastatic tumour,B5812,Secondary malignant neoplasm of urethra,6
metastatic tumour,B581z,Secondary malignant neoplasm of other urinary organ NOS,6
metastatic tumour,B582.,Secondary malignant neoplasm of skin,6
metastatic tumour,B5820,Secondary malignant neoplasm of skin of head,6
metastatic tumour,B5821,Secondary malignant neoplasm of skin of face,6
metastatic tumour,B5822,Secondary malignant neoplasm of skin of neck,6
metastatic tumour,B5823,Secondary malignant neoplasm of skin of trunk,6
metastatic tumour,B5824,Secondary malignant neoplasm of skin of shoulder and arm,6
metastatic tumour,B5825,Secondary malignant neoplasm of skin of hip and leg,6
metastatic tumour,B5826,Secondary malignant neoplasm of skin of breast,6
metastatic tumour,B582z,Secondary malignant neoplasm of skin NOS,6
metastatic tumour,B583.,Secondary malignant neoplasm of brain and spinal cord,6
metastatic tumour,B5830,Secondary malignant neoplasm of brain,6
metastatic tumour,B5831,Secondary malignant neoplasm of spinal cord,6
metastatic tumour,B5832,Cerebral metastasis,6
metastatic tumour,B583z,Secondary malignant neoplasm of brain or spinal cord NOS,6
metastatic tumour,B584.,Secondary malignant neoplasm of other part of nervous system,6
metastatic tumour,B585.,Secondary malignant neoplasm of bone and bone marrow,6
metastatic tumour,B5850,Pathological fracture due to metastatic bone disease,6
metastatic tumour,B586.,Secondary malignant neoplasm of ovary,6
metastatic tumour,B587.,Secondary malignant neoplasm of adrenal gland,6
metastatic tumour,B58y.,Secondary malignant neoplasm of other specified sites,6
metastatic tumour,B58y0,Secondary malignant neoplasm of breast,6
metastatic tumour,B58y1,Secondary malignant neoplasm of uterus,6
metastatic tumour,B58y2,Secondary malignant neoplasm of cervix uteri,6
metastatic tumour,B58y3,Secondary malignant neoplasm of vagina,6
metastatic tumour,B58y4,Secondary cancer of the vulva,6
metastatic tumour,B58y5,Secondary malignant neoplasm of prostate,6
metastatic tumour,B58y6,Secondary malignant neoplasm of testis,6
metastatic tumour,B58y7,Secondary malignant neoplasm of penis,6
metastatic tumour,B58y8,Secondary malignant neoplasm of epididymis and vas deferens,6
metastatic tumour,B58y9,Secondary malignant neoplasm of tongue,6
metastatic tumour,B58yz,Secondary malignant neoplasm of other specified site NOS,6
metastatic tumour,B58z.,Secondary malignant neoplasm of other specified site NOS,6
metastatic tumour,B59..,Malignant neoplasm of unspecified site,6
metastatic tumour,B590.,Carcinomatosis,6
metastatic tumour,B591.,Other malignant neoplasm NOS,6
metastatic tumour,B592.,Malignant neoplasms of independent (primary) multiple sites,6
metastatic tumour,B592X,Kaposi's sarcoma of multiple organs,6
metastatic tumour,B593.,Primary malignant neoplasm of unknown site,6
metastatic tumour,B594.,Secondary malignant neoplasm of unknown site,6
metastatic tumour,B59z.,Malignant neoplasm of unspecified site NOS,6
metastatic tumour,B5y..,Malignant neoplasm of other and unspecified site OS,6
metastatic tumour,B5z..,Malignant neoplasm of other and unspecified site NOS,6
metastatic tumour,Byu52,Kaposi's sarcoma of multiple organs,6
metastatic tumour,ByuC.,"[X]Malignant neoplasm of ill-defined, secondary and unspeci",6
metastatic tumour,ByuC1,[X]Malignant neoplasm/overlap lesion/otherdefined sites,6
metastatic tumour,ByuC2,[X]2ndry malignant neoplasm lymph nodes/multi regions,6
metastatic tumour,ByuC3,[X]Secondary malignant neoplasm/oth respiratory organs,6
metastatic tumour,ByuC4,[X]Secondary malignant neoplasm/oth digestive organs,6
metastatic tumour,ByuC5,[X]2ndry malignant neoplasm/bladder urinary organs,6
metastatic tumour,ByuC6,[X]2ndry malignant neoplasm/oth parts/nervous system,6
metastatic tumour,ByuC7,[X]Secondary malignant neoplasm of other specified sites,6
metastatic tumour,ByuC8,[X]Malignant neoplasm without specification of site,6
metastatic tumour,X30AD,Malignant ascites,6
metastatic tumour,X78kS,Secondary carcinoma of respiratory and/or digestive systems,6
metastatic tumour,X78l7,Secondary malignant neoplasm of other specified sites,6
metastatic tumour,Xa980,Lymph node metastases,6
metastatic tumour,XaBAn,Carcinomatosis,6
metastatic tumour,XaC0y,Secondary malignant neoplasm of tongue,6
metastatic tumour,XaCJ1,Primary malignant neoplasm of unknown site,6
metastatic tumour,XaIJA,Pathological fracture due to metastatic bone disease,6
metastatic tumour,XaXQk,Secondary malignant neoplasm of large intestine and rectum,6
metastatic tumour,XE1vm,Secondary carcinoma of respiratory and/or digestive systems,6
metastatic tumour,XE1vn,Carcinomatosis,6
metastatic tumour,XE2vT,Secondary malignant neoplasm of other specified sites,6
metastatic tumour,XE2xB,Lymph node metastases,6
metastatic tumour,XM0pv,Secondary malignant neoplasm of unknown site,6
metastatic tumour,XM1Pr,Cerebral metastasis,6
mild liver disease,C310.,Glycogenosis with hepatic cirrhosis,1
mild liver disease,C3104,Glycogenosis with hepatic cirrhosis,1
mild liver disease,C3500,Pigmentary cirrhosis of liver,1
mild liver disease,J6002,Acute yellow atrophy,1
mild liver disease,J6012,Subacute yellow atrophy,1
mild liver disease,J61..,Cirrhosis and chronic liver disease,1
mild liver disease,J612.,Alcoholic cirrhosis of liver,1
mild liver disease,J614.,Chronic hepatitis,1
mild liver disease,J6140,Chronic persistent hepatitis,1
mild liver disease,J6141,Chronic active hepatitis,1
mild liver disease,J6142,Chronic aggressive hepatitis,1
mild liver disease,J6143,Recurrent hepatitis,1
mild liver disease,J614y,Chronic hepatitis unspecified,1
mild liver disease,J614z,Chronic hepatitis NOS,1
mild liver disease,J615.,Portal cirrhosis,1
mild liver disease,J6150,Unilobular portal cirrhosis,1
mild liver disease,J6151,Multilobular portal cirrhosis,1
mild liver disease,J6153,Diffuse nodular cirrhosis,1
mild liver disease,J6154,Fatty portal cirrhosis,1
mild liver disease,J6155,"Laennec's cirrhosis, non-alcoholic",1
mild liver disease,J6155,Multilobular portal cirrhosis,1
mild liver disease,J6157,Cardiac portal cirrhosis,1
mild liver disease,J615A,Pipe-stem portal cirrhosis,1
mild liver disease,J615B,Toxic portal cirrhosis,1
mild liver disease,J615C,Xanthomatous portal cirrhosis,1
mild liver disease,J615F,Syphilitic portal cirrhosis,1
mild liver disease,J615y,Alcoholic cirrhosis of liver,1
mild liver disease,J615y,Portal cirrhosis unspecified,1
mild liver disease,J615z,"Laennec's cirrhosis, non-alcoholic",1
mild liver disease,J616.,Biliary cirrhosis,1
mild liver disease,J6160,Primary biliary cirrhosis,1
mild liver disease,J6161,Secondary biliary cirrhosis,1
mild liver disease,J616z,Biliary cirrhosis NOS,1
mild liver disease,J6170,Chronic alcoholic hepatitis,1
mild liver disease,J61y3,Portal fibrosis without cirrhosis,1
mild liver disease,J633.,Hepatitis unspecified,1
mild liver disease,J6356,Toxic liver disease with fibrosis and cirrhosis of liver,1
mild liver disease,Jyu71,[X]Other and unspecified cirrhosis of liver,1
mild liver disease,X307M,"Laennec's cirrhosis, non-alcoholic",1
mild liver disease,X307N,Alcoholic cirrhosis of liver,1
mild liver disease,X307O,"Laennec's cirrhosis, non-alcoholic",1
mild liver disease,X307R,Portal cirrhosis,1
mild liver disease,X307S,"Laennec's cirrhosis, non-alcoholic",1
mild liver disease,X307W,"Laennec's cirrhosis, non-alcoholic",1
mild liver disease,Xa9C7,Cardiac portal cirrhosis,1
mild liver disease,XaBE3,Chronic alcoholic hepatitis,1
mild liver disease,XE0b4,Alcoholic cirrhosis of liver,1
mild liver disease,XE0b5,Portal cirrhosis,1
mild liver disease,XE0b6,Multilobular portal cirrhosis,1
mild liver disease,XE0b7,Cardiac portal cirrhosis,1
mild liver disease,XE0bA,"Laennec's cirrhosis, non-alcoholic",1
mild liver disease,XE2up,Xanthomatous portal cirrhosis,1
moderate liver disease,760F3,Rigid oesophagoscopic injection sclerotherapy oesoph varices,3
moderate liver disease,A704z,Other specified viral hepatitis with hepatic coma NOS,3
moderate liver disease,G85..,Oesophageal varices,3
moderate liver disease,G850.,Oesophageal varices with bleeding,3
moderate liver disease,G851.,Oesophageal varices without bleeding,3
moderate liver disease,G852.,Oesophageal varices in diseases EC,3
moderate liver disease,G8520,Oesophageal varices with bleeding in diseases EC,3
moderate liver disease,G8521,Oesophageal varices without bleeding in diseases EC,3
moderate liver disease,G8522,Oesophageal varices in cirrhosis of the liver,3
moderate liver disease,G8523,Oesophageal varices in alcoholic cirrhosis of the liver,3
moderate liver disease,G852z,Oesophageal varices in diseases EC NOS,3
moderate liver disease,G858.,Oesophageal varices NOS,3
moderate liver disease,Gyu94,[X]Oesophageal varices in diseases classified elsewhere,3
moderate liver disease,J622.,Hepatic coma,3
moderate liver disease,J623.,Portal hypertension,3
moderate liver disease,J624.,Hepatorenal syndrome,3
moderate liver disease,J62y.,Other sequelae of chronic liver disease,3
moderate liver disease,J62z.,Liver abscess and chronic liver disease causing sequelae NOS,3
moderate liver disease,X0058,Hepatic coma,3
moderate liver disease,X2063,Oesophageal varices,3
moderate liver disease,X3076,Other sequelae of chronic liver disease,3
moderate liver disease,X3077,Other sequelae of chronic liver disease,3
moderate liver disease,X3078,Other sequelae of chronic liver disease,3
moderate liver disease,XaBM6,Oesophageal varices in cirrhosis of the liver,3
moderate liver disease,XaC1d,Oesophageal varices in alcoholic cirrhosis of the liver,3
moderate liver disease,XaE6u,Oesophageal varices NOS,3
moderate liver disease,XE0bB,Hepatic coma,3
moderate liver disease,XE0bC,Other sequelae of chronic liver disease,3
moderate liver disease,XE0Vc,Oesophageal varices,3
myocardial infarction,14AH.,H/O: Myocardial infarction in last year,1
myocardial infarction,G30..,Heart attack,1
myocardial infarction,G300.,Acute anterolateral infarction,1
myocardial infarction,G301.,Other specified anterior myocardial infarction,1
myocardial infarction,G3011,Acute anteroseptal infarction,1
myocardial infarction,G302.,Acute inferolateral infarction,1
myocardial infarction,G303.,Acute inferoposterior infarction,1
myocardial infarction,G305.,Lateral myocardial infarction NOS,1
myocardial infarction,G307.,Acute subendocardial infarction,1
myocardial infarction,G3070,Acute non-Q wave infarction,1
myocardial infarction,G3071,Acute non-ST segment elevation myocardial infarction,1
myocardial infarction,G30X0,Acute ST segment elevation myocardial infarction,1
myocardial infarction,G30y.,Other acute myocardial infarction,1
myocardial infarction,G30yz,Other acute myocardial infarction NOS,1
myocardial infarction,G30z.,Acute myocardial infarction NOS,1
myocardial infarction,G32..,Personal history of myocardial infarction,1
myocardial infarction,X200a,Heart attack,1
myocardial infarction,X200e,Heart attack,1
myocardial infarction,X200E,Heart attack,1
myocardial infarction,X203v,Heart attack,1
myocardial infarction,XaAzi,Acute non-Q wave infarction,1
myocardial infarction,XaBL1,H/O: Myocardial infarction in last year,1
myocardial infarction,XaIwM,Acute ST segment elevation myocardial infarction,1
myocardial infarction,XaIwY,Acute non-ST segment elevation myocardial infarction,1
myocardial infarction,XaQk7,Personal history of myocardial infarction,1
myocardial infarction,XE0Uh,Heart attack,1
myocardial infarction,XE2aA,Personal history of myocardial infarction,1
peptic ulcer disease,76121,Balfour excision of gastric ulcer,1
peptic ulcer disease,76125,Resection of gastric ulcer by cautery,1
peptic ulcer disease,761D6,Endoscopic injection haemostasis of gastric ulcer,1
peptic ulcer disease,761J.,Stomach ulcer operations,1
peptic ulcer disease,761J0,Closure of perforated gastric ulcer,1
peptic ulcer disease,761J1,Suture of ulcer of stomach NEC,1
peptic ulcer disease,761Jy,Other specified operation on gastric ulcer,1
peptic ulcer disease,761Jz,Operation on gastric ulcer NOS,1
peptic ulcer disease,76270,Closure of perforated duodenal ulcer,1
peptic ulcer disease,J1020,Peptic ulcer of oesophagus,1
peptic ulcer disease,J11..,Pyloric ulcer,1
peptic ulcer disease,J110.,Acute gastric ulcer,1
peptic ulcer disease,J1100,Acute gastric ulcer without mention of complication,1
peptic ulcer disease,J1101,Bleeding acute gastric ulcer,1
peptic ulcer disease,J1102,Acute gastric ulcer with perforation,1
peptic ulcer disease,J1103,Acute gastric ulcer with haemorrhage and perforation,1
peptic ulcer disease,J1104,Acute gastric ulcer with obstruction,1
peptic ulcer disease,J110y,Acute gastric ulcer unspecified,1
peptic ulcer disease,J110z,Acute gastric ulcer NOS,1
peptic ulcer disease,J111.,Chronic gastric ulcer,1
peptic ulcer disease,J1110,Chronic gastric ulcer without mention of complication,1
peptic ulcer disease,J1111,Chronic gastric ulcer with haemorrhage,1
peptic ulcer disease,J1112,Chronic gastric ulcer with perforation,1
peptic ulcer disease,J1113,Chronic gastric ulcer with haemorrhage and perforation,1
peptic ulcer disease,J1114,Chronic gastric ulcer with obstruction,1
peptic ulcer disease,J111y,Chronic gastric ulcer unspecified,1
peptic ulcer disease,J111z,Chronic gastric ulcer NOS,1
peptic ulcer disease,J112.,Anti-platelet induced gastric ulcer,1
peptic ulcer disease,J11y.,Unspecified gastric ulcer,1
peptic ulcer disease,J11y0,Unspecified gastric ulcer without mention of complication,1
peptic ulcer disease,J11y1,Unspecified gastric ulcer with haemorrhage,1
peptic ulcer disease,J11y2,Unspecified gastric ulcer with perforation,1
peptic ulcer disease,J11y3,Unspecified gastric ulcer with haemorrhage and perforation,1
peptic ulcer disease,J11y4,Unspecified gastric ulcer with obstruction,1
peptic ulcer disease,J11yy,Unspec gastric ulcer; unspec haemorrhage and/or perforation,1
peptic ulcer disease,J11yz,Unspecified gastric ulcer NOS,1
peptic ulcer disease,J11z.,Gastric ulcer NOS,1
peptic ulcer disease,J12..,Duodenal ulcer - (DU),1
peptic ulcer disease,J120.,Acute duodenal ulcer,1
peptic ulcer disease,J1200,Acute duodenal ulcer without mention of complication,1
peptic ulcer disease,J1201,Acute duodenal ulcer with haemorrhage,1
peptic ulcer disease,J1202,Acute duodenal ulcer with perforation,1
peptic ulcer disease,J1203,Acute duodenal ulcer with haemorrhage and perforation,1
peptic ulcer disease,J1204,Acute duodenal ulcer with obstruction,1
peptic ulcer disease,J120y,Acute duodenal ulcer unspecified,1
peptic ulcer disease,J120z,Acute duodenal ulcer NOS,1
peptic ulcer disease,J121.,Chronic duodenal ulcer,1
peptic ulcer disease,J1210,Chronic duodenal ulcer without mention of complication,1
peptic ulcer disease,J1211,Bleeding chronic duodenal ulcer,1
peptic ulcer disease,J1213,Chronic duodenal ulcer with haemorrhage and perforation,1
peptic ulcer disease,J1214,Chronic duodenal ulcer with obstruction,1
peptic ulcer disease,J121y,Chronic duodenal ulcer unspecified,1
peptic ulcer disease,J121z,Chronic duodenal ulcer NOS,1
peptic ulcer disease,J122.,Duodenal ulcer disease,1
peptic ulcer disease,J123.,Duodenal erosion,1
peptic ulcer disease,J124.,Recurrent duodenal ulcer,1
peptic ulcer disease,J12y.,Unspecified duodenal ulcer,1
peptic ulcer disease,J12y0,Unspecified duodenal ulcer without mention of complication,1
peptic ulcer disease,J12y2,Unspecified duodenal ulcer with perforation,1
peptic ulcer disease,J12y3,Unspecified duodenal ulcer with haemorrhage and perforation,1
peptic ulcer disease,J12y4,Unspecified duodenal ulcer with obstruction,1
peptic ulcer disease,J12yy,Unspec duodenal ulcer; unspec haemorrhage and/or perforation,1
peptic ulcer disease,J12yz,Unspecified duodenal ulcer NOS,1
peptic ulcer disease,J12z.,Duodenal ulcer NOS,1
peptic ulcer disease,J13..,Peptic ulcer - (PU) site unspecified,1
peptic ulcer disease,J130.,Acute peptic ulcer,1
peptic ulcer disease,J1300,Acute peptic ulcer without mention of complication,1
peptic ulcer disease,J1301,Acute peptic ulcer with haemorrhage,1
peptic ulcer disease,J1302,Acute peptic ulcer with perforation,1
peptic ulcer disease,J1303,Acute peptic ulcer with haemorrhage and perforation,1
peptic ulcer disease,J1304,Acute peptic ulcer with obstruction,1
peptic ulcer disease,J130y,Acute peptic ulcer unspecified,1
peptic ulcer disease,J130z,Acute peptic ulcer NOS,1
peptic ulcer disease,J131.,Chronic peptic ulcer,1
peptic ulcer disease,J1310,Chronic peptic ulcer without mention of complication,1
peptic ulcer disease,J1311,Chronic peptic ulcer with haemorrhage,1
peptic ulcer disease,J1312,Chronic peptic ulcer with perforation,1
peptic ulcer disease,J1313,Chronic peptic ulcer with haemorrhage and perforation,1
peptic ulcer disease,J1314,Chronic peptic ulcer with obstruction,1
peptic ulcer disease,J131y,Chronic peptic ulcer unspecified,1
peptic ulcer disease,J131z,Chronic peptic ulcer NOS,1
peptic ulcer disease,J13y.,Unspecified peptic ulcer,1
peptic ulcer disease,J13y0,Unspecified peptic ulcer without mention of complication,1
peptic ulcer disease,J13y1,Unspecified peptic ulcer with haemorrhage,1
peptic ulcer disease,J13y2,Unspecified peptic ulcer with perforation,1
peptic ulcer disease,J13y3,Unspecified peptic ulcer with haemorrhage and perforation,1
peptic ulcer disease,J13y4,Unspecified peptic ulcer with obstruction,1
peptic ulcer disease,J13yy,Unspec peptic ulcer; unspec haemorrhage and/or perforation,1
peptic ulcer disease,J13yz,Unspecified peptic ulcer NOS,1
peptic ulcer disease,J13z.,Peptic ulcer NOS,1
peptic ulcer disease,J14..,Stomal ulcer,1
peptic ulcer disease,J140.,Acute gastrojejunal ulcer,1
peptic ulcer disease,J1400,Acute gastrojejunal ulcer without mention of complication,1
peptic ulcer disease,J1401,Acute gastrojejunal ulcer with haemorrhage,1
peptic ulcer disease,J1402,Acute gastrojejunal ulcer with perforation,1
peptic ulcer disease,J1403,Acute gastrojejunal ulcer with haemorrhage and perforation,1
peptic ulcer disease,J1404,Acute gastrojejunal ulcer with obstruction,1
peptic ulcer disease,J140y,Acute gastrojejunal ulcer unspecified,1
peptic ulcer disease,J140z,Acute gastrojejunal ulcer NOS,1
peptic ulcer disease,J141.,Chronic gastrojejunal ulcer,1
peptic ulcer disease,J1410,Chronic gastrojejunal ulcer without mention of complication,1
peptic ulcer disease,J1411,Chronic gastrojejunal ulcer with haemorrhage,1
peptic ulcer disease,J1412,Chronic gastrojejunal ulcer with perforation,1
peptic ulcer disease,J1413,Chronic gastrojejunal ulcer with haemorrhage and perforation,1
peptic ulcer disease,J1414,Chronic gastrojejunal ulcer with obstruction,1
peptic ulcer disease,J141y,Chronic gastrojejunal ulcer unspecified,1
peptic ulcer disease,J141z,Chronic gastrojejunal ulcer NOS,1
peptic ulcer disease,J14y.,Unspecified gastrojejunal ulcer,1
peptic ulcer disease,J14y0,Unspecified gastrojejunal ulcer without mention complication,1
peptic ulcer disease,J14y1,Unspecified gastrojejunal ulcer with haemorrhage,1
peptic ulcer disease,J14y2,Unspecified gastrojejunal ulcer with perforation,1
peptic ulcer disease,J14y3,Unspec gastrojejunal ulcer with haemorrhage and perforation,1
peptic ulcer disease,J14y4,Unspecified gastrojejunal ulcer with obstruction,1
peptic ulcer disease,J14yy,Unspec gastrojejunal ulcer; unspec haemorrhage/perforation,1
peptic ulcer disease,J14yz,Unspecified gastrojejunal ulcer NOS,1
peptic ulcer disease,J14z.,Gastrojejunal ulcer NOS,1
peptic ulcer disease,X301M,Gastric ulcer NOS,1
peptic ulcer disease,X302b,Duodenal ulcer disease,1
peptic ulcer disease,X302G,Duodenal erosion,1
peptic ulcer disease,Xa1qA,Stomal ulcer,1
peptic ulcer disease,Xa1qB,Stomal ulcer,1
peptic ulcer disease,Xa1qC,Stomal ulcer,1
peptic ulcer disease,Xa3u7,Balfour excision of gastric ulcer,1
peptic ulcer disease,Xa6ot,Pyloric ulcer,1
peptic ulcer disease,Xa84h,Pyloric ulcer,1
peptic ulcer disease,XaCLu,[V] Personal history of gastric ulcer,1
peptic ulcer disease,XaELE,Gastric ulcer NOS,1
peptic ulcer disease,XaFBs,Endoscopic injection haemostasis of gastric ulcer,1
peptic ulcer disease,XaLWq,Anti-platelet induced gastric ulcer,1
peptic ulcer disease,XE0aP,Pyloric ulcer,1
peptic ulcer disease,XE0aQ,Gastric ulcer NOS,1
peptic ulcer disease,XE0aR,Peptic ulcer - (PU) site unspecified,1
peptic ulcer disease,XE0aS,Stomal ulcer,1
peptic ulcer disease,XE0Cf,Balfour excision of gastric ulcer,1
peptic ulcer disease,XE0Cr,Suture of ulcer of stomach NEC,1
peptic ulcer disease,XE0qB,[V]Personal history of peptic ulcer,1
peptic ulcer disease,XE24Y,[V]Personal history of peptic ulcer,1
peptic ulcer disease,XM1I9,Suture of ulcer of stomach NEC,1
peptic ulcer disease,XM1RN,[V]Personal history of peptic ulcer,1
peptic ulcer disease,ZV127,[V]Personal history of peptic ulcer,1
peptic ulcer disease,ZV12C,[V] Personal history of gastric ulcer,1
peripheral vascular disease,14AE.,H/O: aortic aneurysm,1
peripheral vascular disease,14NB.,H/O: Peripheral vascular disease procedure,1
peripheral vascular disease,2I16.,O/E - gangrene,1
peripheral vascular disease,7A112,Y graft of abdominal Aortic aneurysm (emergency),1
peripheral vascular disease,7A113,Y graft abdominal Aortic aneurysm,1
peripheral vascular disease,7A13.,Emergency repair of aortic aneurysm,1
peripheral vascular disease,7A134,Tube graft abdominal Aortic aneurysm (emergency),1
peripheral vascular disease,7A14.,Aortic aneurysm repair,1
peripheral vascular disease,7A144,Tube graft of Abdominal aortic aneurysm,1
peripheral vascular disease,C107.,Diabetes with gangrene,1
peripheral vascular disease,G71..,Aortic aneurysm,1
peripheral vascular disease,G710.,Dissecting aortic aneurysm,1
peripheral vascular disease,G711.,Thoracic aortic aneurysm which has ruptured,1
peripheral vascular disease,G712.,Thoracic aortic aneurysm without mention of rupture,1
peripheral vascular disease,G713.,Abdominal aortic aneurysm which has ruptured,1
peripheral vascular disease,G7130,Ruptured suprarenal aortic aneurysm,1
peripheral vascular disease,G714.,AAA - Abdominal aortic aneurysm without mention of rupture,1
peripheral vascular disease,G7140,Juxtarenal aortic aneurysm,1
peripheral vascular disease,G7141,Inflammatory abdominal aortic aneurysm,1
peripheral vascular disease,G715.,Ruptured aortic aneurysm NOS,1
peripheral vascular disease,G7150,"Thoracoabdominal aortic aneurysm, ruptured",1
peripheral vascular disease,G716.,Aortic aneurysm without mention of rupture NOS,1
peripheral vascular disease,G7160,"Thoracoabdominal aortic aneurysm, without mention of rupture",1
peripheral vascular disease,G718.,Leaking abdominal aortic aneurysm,1
peripheral vascular disease,G71z.,Aortic aneurysm NOS,1
peripheral vascular disease,G73..,Other peripheral vascular disease,1
peripheral vascular disease,G7311,Presenile gangrene,1
peripheral vascular disease,G732.,Peripheral gangrene,1
peripheral vascular disease,G7320,Gangrene of toe,1
peripheral vascular disease,G7321,Gangrene of foot,1
peripheral vascular disease,G7322,Gangrene of finger,1
peripheral vascular disease,G7323,Gangrene of thumb,1
peripheral vascular disease,G7324,Gangrene of hand,1
peripheral vascular disease,G73y.,Other specified peripheral vascular disease,1
peripheral vascular disease,G73yz,Other specified peripheral vascular disease NOS,1
peripheral vascular disease,G73z.,Peripheral vascular disease NOS,1
peripheral vascular disease,G73z0,Intermittent claudication,1
peripheral vascular disease,G73zz,Peripheral vascular disease NOS,1
peripheral vascular disease,Gyu71,"[X]Aortic aneurysm of unspecified site, ruptured",1
peripheral vascular disease,Gyu72,"[X]Aortic aneurysm of unspecified site, nonruptured",1
peripheral vascular disease,Gyu74,[X]Other specified peripheral vascular diseases,1
peripheral vascular disease,R054.,[D]Gangrene,1
peripheral vascular disease,R0540,"[D]Gangrene, spreading cutaneous",1
peripheral vascular disease,R0542,[D]Gangrene of toe in diabetic,1
peripheral vascular disease,R0543,[D]Widespread diabetic foot gangrene,1
peripheral vascular disease,R054z,[D]Gangrene NOS,1
peripheral vascular disease,X015i,Aortic aneurysm repair,1
peripheral vascular disease,X015v,Y graft of abdominal Aortic aneurysm (emergency),1
peripheral vascular disease,X015x,Tube graft of Abdominal aortic aneurysm,1
peripheral vascular disease,X015y,Tube graft abdominal Aortic aneurysm (emergency),1
peripheral vascular disease,X203Q,Other peripheral vascular disease,1
peripheral vascular disease,X203T,Other peripheral vascular disease,1
peripheral vascular disease,XaBL7,H/O: Peripheral vascular disease procedure,1
peripheral vascular disease,XaEed,Ruptured suprarenal aortic aneurysm,1
peripheral vascular disease,XaEef,Juxtarenal aortic aneurysm,1
peripheral vascular disease,XaEeg,Inflammatory abdominal aortic aneurysm,1
peripheral vascular disease,XE0Ey,Y graft of abdominal Aortic aneurysm (emergency),1
peripheral vascular disease,XE0Ez,Y graft abdominal Aortic aneurysm,1
peripheral vascular disease,XE0F2,Tube graft abdominal Aortic aneurysm (emergency),1
peripheral vascular disease,XE0F3,Aortic aneurysm repair,1
peripheral vascular disease,XE0F4,Tube graft of Abdominal aortic aneurysm,1
peripheral vascular disease,XE0VP,Other peripheral vascular disease,1
peripheral vascular disease,XE0VR,Intermittent claudication,1
peripheral vascular disease,XE10I,Diabetes with gangrene,1
peripheral vascular disease,XM1Ib,Y graft abdominal Aortic aneurysm,1
peripheral vascular disease,XM1Qu,Intermittent claudication,1
peripheral vascular disease,XM1Qx,Diabetes with gangrene,1
renal disease,14D1.,H/O: nephritis,2
renal disease,1Z10.,Chronic kidney disease stage 1,2
renal disease,1Z11.,Chronic kidney disease stage 2,2
renal disease,1Z12.,Chronic kidney disease stage 3,2
renal disease,1Z13.,Chronic kidney disease stage 4,2
renal disease,1Z14.,Chronic kidney disease stage 5,2
renal disease,K0...,"Nephritis, nephrosis and nephrotic syndrome",2
renal disease,K001.,Acute nephritis with lesions of necrotising glomerulitis,2
renal disease,K012.,Nephrotic syndrome glomerulonephritis,2
renal disease,K019.,"Nephrotic syn,diffuse mesangiocapillary glomerulonephritis",2
renal disease,K02..,Nephropathy - chronic,2
renal disease,K020.,Chron neph syn difus mesangial prolifrtiv glomerulonephritis,2
renal disease,K021.,Chron nephritic syndrom difuse membranous glomerulonephritis,2
renal disease,K021.,Chronic membranous glomerulonephritis,2
renal disease,K022.,Chronic membranoproliferative glomerulonephritis,2
renal disease,K023.,Chronic rapidly progressive glomerulonephritis,2
renal disease,K02y0,Chronic glomerulonephritis  diseases EC,2
renal disease,K02y2,Chronic focal glomerulonephritis,2
renal disease,K02y3,Chronic diffuse glomerulonephritis,2
renal disease,K02yz,Other chronic glomerulonephritis NOS,2
renal disease,K02z.,Chronic glomerulonephritis NOS,2
renal disease,K03..,Nephritis and nephropathy unspecified,2
renal disease,K032.,Membranoproliferative nephritis unspecified,2
renal disease,K0320,Focal membranoproliferative glomerulonephritis,2
renal disease,K032y,Nephritis unsp membranoprolif glomerulonephritis lesion,2
renal disease,K032z,Nephritis unsp glomerulonephritis lesion NOS,2
renal disease,K034.,Renal cortical necrosis unspecified,2
renal disease,K035.,Renal medullary necrosis unspecified,2
renal disease,K041.,Acute renal cortical necrosis,2
renal disease,K042.,Acute renal medullary necrosis,2
renal disease,K04y.,Other acute renal failure,2
renal disease,K04z.,Acute renal failure NOS,2
renal disease,K05..,Chronic renal failure,2
renal disease,K050.,End stage renal failure,2
renal disease,K06..,Renal failure unspecified,2
renal disease,K060.,Impaired renal function,2
renal disease,K080.,Renal osteodystrophy,2
renal disease,K0800,Phosphate-losing tubular disorders,2
renal disease,K0801,Renal dwarfism,2
renal disease,K0802,Renal infantilism,2
renal disease,K0803,Renal rickets,2
renal disease,K080z,Renal osteodystrophy NOS,2
